ax,ay,az,gx,gy,gz,sequence_id
1.6,-0.44,9.13,0.03,-0.01,0.03,38
1.47,-0.43,9.27,0.03,-0.03,0.02,38
1.48,-0.41,9.21,0.02,-0.02,-0.01,38
1.53,-0.42,9.24,0.01,-0.03,-0.02,38
1.6,-0.41,9.14,0.02,-0.04,-0.03,38
1.59,-0.35,9.38,0.0,-0.03,-0.02,38
1.62,-0.39,9.12,-0.01,-0.01,-0.04,38
1.62,-0.4,9.2,0.01,-0.01,-0.02,38
1.59,-0.35,9.21,0.0,-0.01,-0.03,38
1.63,-0.32,9.18,0.01,-0.01,-0.03,38
1.73,-0.36,9.3,-0.0,-0.01,-0.03,38
1.64,-0.35,9.19,-0.01,-0.0,-0.01,38
1.5,-0.4,9.16,-0.0,0.01,-0.03,38
1.56,-0.37,9.21,-0.02,0.0,-0.05,38
1.65,-0.39,9.01,0.02,0.03,-0.07,38
1.66,-0.34,9.21,0.06,-0.02,-0.05,38
1.66,-0.28,9.29,0.04,-0.02,-0.04,38
1.69,-0.28,9.1,0.03,-0.01,-0.02,38
1.56,-0.38,8.94,0.09,0.03,-0.04,38
1.51,-0.18,9.12,0.11,0.08,-0.08,38
1.65,-0.21,9.44,0.09,0.06,-0.05,38
1.35,-0.19,8.69,0.19,0.44,-0.07,38
2.09,-0.07,11.52,-0.17,1.07,-0.29,38
2.22,0.58,12.26,-0.24,1.79,-0.64,38
5.33,1.89,15.67,-0.44,1.81,-0.36,38
3.08,1.62,16.27,-1.22,2.02,0.16,38
3.33,2.06,13.99,-2.28,1.97,0.32,38
2.66,2.41,11.12,-2.9,1.97,0.74,38
-1.83,1.87,9.74,-3.44,2.27,0.75,38
-1.81,2.05,7.46,-3.81,1.81,0.34,38
-2.03,2.27,5.28,-4.41,2.08,0.51,38
-3.67,1.79,2.19,-4.77,1.62,0.76,38
-6.91,0.55,-4.63,-5.29,2.09,1.07,38
-9.94,-2.02,-12.45,-4.23,1.06,0.68,38
-8.49,-3.79,-11.2,-2.18,0.25,0.03,38
-7.26,-5.09,-10.87,-1.12,-0.23,0.25,38
-7.88,-5.74,-7.73,-0.86,0.86,0.26,38
-9.18,-6.82,-8.1,0.01,0.01,-0.17,38
-5.88,-5.72,-3.5,0.61,-0.39,-0.14,38
1.87,0.12,9.18,0.08,-0.03,-0.08,39
2.18,0.27,9.37,0.04,-0.03,-0.08,39
2.14,0.3,9.17,-0.01,-0.01,-0.02,39
1.99,0.2,9.07,0.01,-0.0,0.01,39
1.81,0.12,9.32,-0.0,0.01,-0.02,39
1.91,0.16,9.0,-0.01,-0.02,-0.06,39
2.09,0.23,9.14,0.03,-0.04,-0.05,39
2.12,0.26,9.23,-0.01,-0.01,-0.03,39
1.99,0.26,9.17,-0.02,0.01,-0.01,39
1.93,0.17,9.11,-0.01,-0.01,-0.02,39
2.06,0.22,9.2,-0.01,-0.0,-0.04,39
2.05,0.25,9.07,-0.01,0.02,-0.03,39
1.98,0.2,9.13,0.01,-0.01,-0.01,39
1.92,0.19,9.09,0.03,-0.02,-0.03,39
2.01,0.25,9.17,0.04,-0.02,-0.04,39
2.11,0.3,9.39,-0.01,-0.0,-0.01,39
1.88,0.24,9.12,-0.03,0.02,-0.02,39
1.87,0.2,9.11,-0.02,-0.01,-0.05,39
2.08,0.26,9.11,0.01,-0.02,-0.05,39
2.11,0.31,9.27,-0.01,0.0,-0.02,39
1.98,0.24,9.07,-0.01,0.01,-0.01,39
1.93,0.04,9.1,0.01,-0.02,-0.01,39
1.97,0.07,9.01,0.02,-0.02,-0.04,39
1.71,0.45,9.04,0.02,0.14,-0.1,39
1.45,0.01,9.41,0.04,0.3,-0.18,39
1.24,-0.02,8.6,0.01,1.15,-0.52,39
1.56,0.88,12.96,-0.08,2.17,-1.03,39
5.23,2.2,16.14,-0.2,0.83,-0.32,39
3.45,2.15,16.18,-1.21,1.73,0.19,39
2.82,2.04,14.77,-2.13,2.27,0.08,39
3.37,2.94,13.25,-2.86,2.3,0.17,39
2.93,3.46,10.3,-3.56,2.26,0.53,39
1.54,3.79,8.77,-4.33,2.93,0.89,39
-1.63,3.36,5.44,-5.04,2.72,1.15,39
-3.38,3.22,1.18,-5.32,2.09,1.1,39
-6.03,1.9,-4.1,-5.43,2.27,1.08,39
-7.85,-0.21,-11.23,-4.4,0.92,0.75,39
-7.81,-2.15,-11.46,-2.58,-0.07,0.58,39
-9.24,-3.84,-11.2,-1.19,-0.32,0.43,39
-9.61,-4.71,-9.23,-0.47,-0.41,0.23,39
-9.97,-5.26,-7.68,-0.12,0.43,-0.0,39
1.71,0.18,9.14,0.01,-0.02,0.02,40
1.56,0.2,9.22,0.02,-0.01,0.05,40
1.45,0.19,9.26,-0.0,-0.0,0.06,40
1.3,0.19,9.26,-0.01,-0.02,0.02,40
1.44,0.14,9.15,-0.01,-0.01,-0.02,40
1.52,0.12,9.11,0.01,-0.02,-0.03,40
1.49,0.19,9.14,0.03,-0.03,-0.02,40
1.58,0.27,9.42,0.0,-0.01,-0.02,40
1.62,0.22,9.07,-0.0,0.01,0.0,40
1.41,0.19,9.3,0.0,0.0,-0.0,40
1.44,0.23,9.2,-0.01,-0.0,-0.02,40
1.54,0.21,9.18,0.01,-0.01,-0.01,40
1.51,0.2,9.25,-0.0,-0.0,-0.01,40
1.47,0.19,9.19,0.01,-0.01,-0.02,40
1.49,0.24,9.14,0.01,-0.02,-0.03,40
1.5,0.25,9.21,0.03,-0.02,-0.03,40
1.61,0.27,9.26,0.0,-0.01,-0.02,40
1.52,0.29,9.14,-0.01,0.02,-0.01,40
1.47,0.28,9.23,0.0,-0.0,0.0,40
0.9,0.14,9.1,0.0,-0.02,-0.09,40
1.78,0.35,9.25,0.03,-0.09,-0.12,40
2.07,0.41,9.27,0.02,-0.09,0.01,40
1.69,0.28,9.33,-0.03,0.04,0.05,40
1.23,0.21,9.07,-0.02,0.01,0.01,40
1.47,0.26,9.04,0.03,-0.04,-0.04,40
1.69,0.45,9.09,0.06,-0.0,-0.02,40
1.46,-0.04,9.65,0.02,0.1,-0.08,40
2.35,0.38,9.06,0.02,0.9,-0.13,40
1.63,0.3,9.91,0.15,1.72,-0.27,40
2.65,1.79,15.29,0.61,0.33,-0.39,40
5.31,3.29,18.03,-0.51,0.26,-0.17,40
5.95,3.57,14.97,-2.03,1.63,0.21,40
4.66,3.73,12.03,-2.65,1.89,0.51,40
4.19,3.86,10.95,-3.41,2.71,0.73,40
0.52,3.43,8.36,-4.06,2.71,1.12,40
-1.32,3.14,5.93,-4.63,2.56,0.93,40
-3.4,2.98,3.9,-5.28,2.71,0.86,40
-4.16,2.38,-1.95,-6.05,2.75,0.47,40
-7.44,-0.28,-10.12,-5.35,2.77,0.18,40
-7.5,-3.37,-14.97,-3.13,0.55,0.03,40
-6.69,-5.04,-12.07,-1.07,-0.79,0.22,40
-7.6,-5.75,-8.75,-0.56,-0.29,0.33,40
-6.62,-5.89,-6.34,-0.16,-0.08,0.24,40
1.38,-0.15,9.19,0.02,-0.01,-0.12,41
1.58,-0.04,9.25,0.05,-0.03,-0.05,41
1.47,-0.06,9.27,-0.01,0.01,-0.0,41
1.21,-0.08,9.21,-0.0,0.03,0.01,41
1.25,-0.1,9.42,0.02,-0.01,-0.02,41
1.24,-0.19,9.19,-0.01,-0.01,-0.02,41
1.25,-0.06,9.23,-0.01,-0.01,-0.02,41
1.27,-0.06,9.25,-0.01,-0.02,-0.02,41
1.28,-0.12,9.22,-0.01,-0.01,-0.02,41
1.33,-0.01,9.27,-0.01,-0.03,-0.02,41
1.32,-0.08,9.2,-0.01,-0.01,-0.02,41
1.34,-0.07,9.17,0.0,-0.02,-0.01,41
1.28,-0.09,9.2,-0.01,-0.01,-0.02,41
1.32,-0.1,9.23,-0.01,-0.01,-0.02,41
1.3,-0.06,9.21,-0.01,-0.01,-0.02,41
1.31,-0.06,9.25,-0.01,-0.0,-0.02,41
1.38,-0.07,9.11,-0.0,-0.0,-0.01,41
1.24,-0.09,9.23,-0.0,-0.0,-0.01,41
1.28,-0.07,9.19,-0.01,-0.0,-0.02,41
1.3,-0.08,9.21,-0.01,-0.01,-0.02,41
1.31,-0.07,9.16,0.0,0.0,-0.02,41
1.26,-0.09,9.23,-0.01,0.0,-0.02,41
1.25,-0.05,9.03,0.0,0.02,-0.03,41
1.32,-0.22,9.23,-0.0,0.05,-0.04,41
1.59,0.26,9.85,-0.09,0.38,-0.12,41
0.11,-0.48,9.72,-0.23,1.31,-0.44,41
1.75,0.02,10.14,0.13,1.57,-0.76,41
5.83,2.73,17.91,0.24,0.49,-0.35,41
4.07,2.54,18.08,-0.94,0.26,0.5,41
3.86,2.29,14.48,-2.41,2.24,0.36,41
3.06,2.32,11.31,-3.06,3.08,0.3,41
2.28,2.77,9.45,-3.5,2.66,0.62,41
0.72,2.7,7.02,-4.07,2.66,0.93,41
-1.7,2.68,4.19,-4.62,2.92,1.03,41
-4.88,1.83,1.18,-5.0,2.84,0.81,41
-6.36,0.89,-4.57,-5.12,2.23,0.5,41
-7.98,-1.6,-9.82,-3.56,0.57,0.45,41
-9.04,-3.7,-13.04,-2.05,-0.81,0.67,41
-8.48,-4.07,-7.6,-1.14,-0.33,0.38,41
-12.12,-5.87,-11.71,-1.49,1.77,0.17,41
-8.51,-5.61,-9.51,0.3,-0.02,-0.35,41
-3.71,-4.96,-2.99,0.87,-0.72,-0.05,41
-6.16,-5.26,-1.75,0.7,-1.08,0.51,41
-9.04,-5.75,-1.59,0.81,-1.07,0.33,41
1.4,-0.21,9.16,-0.05,0.08,0.06,42
0.91,-0.26,9.19,-0.04,0.09,0.01,42
0.96,-0.21,9.14,0.01,-0.0,-0.05,42
1.27,-0.17,9.3,0.02,-0.06,-0.05,42
1.48,-0.15,9.19,0.0,-0.02,-0.03,42
1.33,-0.22,9.28,-0.0,0.01,0.0,42
1.26,-0.23,9.16,-0.01,0.01,0.01,42
1.13,-0.17,9.19,0.01,0.0,-0.01,42
1.23,-0.18,9.22,0.0,-0.0,-0.02,42
1.26,-0.18,9.27,0.01,-0.03,-0.01,42
1.26,-0.19,9.18,0.0,-0.01,-0.01,42
1.34,-0.18,9.22,0.01,-0.02,-0.01,42
1.43,-0.14,9.1,0.02,0.02,0.01,42
1.28,-0.15,9.19,0.04,0.04,0.03,42
1.14,-0.15,9.17,0.06,0.02,0.03,42
1.14,-0.04,9.31,0.06,-0.0,0.02,42
1.19,-0.03,9.41,0.03,-0.01,0.0,42
1.23,-0.06,9.22,-0.0,-0.02,-0.0,42
1.23,-0.06,9.24,0.01,-0.02,-0.0,42
1.23,-0.07,9.22,0.01,-0.02,0.0,42
1.24,-0.04,9.27,0.01,-0.02,0.0,42
1.22,-0.03,9.26,0.01,-0.0,-0.02,42
1.45,-0.02,9.27,-0.02,0.02,-0.01,42
1.54,-0.05,9.17,-0.03,0.1,0.04,42
1.01,-0.05,9.0,0.02,0.08,0.1,42
0.88,-0.12,9.24,0.06,0.02,0.06,42
0.77,-0.09,9.11,0.09,-0.09,0.02,42
0.91,-0.03,9.4,0.08,0.04,-0.13,42
0.85,-0.08,8.93,0.09,0.16,-0.28,42
1.65,-0.05,9.51,0.18,1.13,-0.59,42
3.99,0.82,13.46,-0.32,2.08,-0.59,42
5.41,1.69,14.66,0.23,-0.01,-0.11,42
4.75,2.54,18.06,-0.75,1.2,0.35,42
4.26,3.23,16.81,-2.71,3.24,0.23,42
2.82,3.52,11.27,-3.4,3.03,0.48,42
0.46,4.18,10.87,-3.7,2.33,0.76,42
-0.58,4.92,7.64,-4.69,2.72,0.73,42
-1.17,5.55,4.61,-5.36,3.25,0.64,42
-4.72,4.96,0.09,-6.26,3.37,0.53,42
-4.7,3.76,-10.21,-6.07,2.91,0.35,42
-8.14,-0.59,-16.95,-4.01,0.94,0.44,42
-9.54,-3.05,-16.81,-1.92,0.0,-0.07,42
1.39,-0.56,9.49,-0.05,-0.01,0.06,43
1.37,-0.62,9.0,-0.05,0.02,-0.0,43
1.41,-0.62,9.21,0.0,-0.02,-0.04,43
1.63,-0.57,9.11,0.01,-0.02,-0.05,43
1.74,-0.51,9.3,0.01,-0.01,-0.02,43
1.6,-0.56,9.12,-0.01,0.01,-0.0,43
1.53,-0.61,9.09,0.02,-0.01,-0.02,43
1.58,-0.54,9.22,0.04,-0.03,-0.01,43
1.64,-0.52,9.3,-0.01,-0.0,-0.01,43
1.51,-0.54,9.1,0.01,-0.0,-0.01,43
1.47,-0.56,9.18,0.02,-0.01,-0.03,43
1.57,-0.57,9.1,0.05,-0.02,-0.05,43
1.49,-0.48,9.29,0.03,-0.02,-0.07,43
1.71,-0.39,9.34,-0.0,-0.03,-0.06,43
1.7,-0.43,9.18,-0.01,0.01,-0.04,43
1.59,-0.51,9.18,-0.01,0.0,-0.02,43
1.53,-0.5,9.15,0.0,-0.01,-0.03,43
1.56,-0.47,9.25,-0.0,-0.02,-0.04,43
1.64,-0.47,9.14,0.0,-0.02,-0.04,43
1.62,-0.47,9.2,0.01,-0.02,-0.02,43
1.61,-0.45,9.25,-0.01,-0.01,-0.03,43
1.68,-0.45,9.1,-0.01,-0.0,-0.01,43
1.55,-0.42,9.22,0.01,-0.0,-0.02,43
1.58,-0.49,9.15,0.01,-0.02,-0.03,43
1.61,-0.48,9.07,0.04,-0.02,-0.04,43
1.63,-0.34,9.34,0.04,-0.03,-0.04,43
1.72,-0.41,9.21,0.01,-0.03,-0.02,43
1.65,-0.51,8.94,0.03,0.05,-0.01,43
1.3,-0.47,9.14,0.1,0.03,-0.06,43
0.98,-1.14,8.46,0.1,0.19,-0.22,43
0.74,-0.43,7.96,0.44,0.96,-0.66,43
2.93,0.89,11.67,0.88,2.14,-1.15,43
4.04,2.81,17.75,0.55,1.72,-0.66,43
4.06,4.27,20.74,-0.84,0.96,-0.24,43
4.86,5.33,18.77,-3.12,2.57,-0.12,43
3.91,6.43,12.62,-4.09,2.02,0.49,43
2.43,6.75,10.37,-4.81,1.95,1.01,43
1.29,6.86,6.31,-5.51,1.82,1.56,43
-2.41,7.04,3.16,-6.41,2.32,1.99,43
-6.67,4.38,-7.44,-6.62,2.7,1.45,43
-9.3,0.09,-13.98,-4.93,1.49,0.75,43
-8.61,-3.19,-14.55,-2.35,-0.66,0.52,43
-9.64,-4.7,-11.99,-1.13,-0.42,0.42,43
-8.63,-5.04,-7.75,-0.36,-0.17,0.05,43
2.18,0.17,9.32,0.05,-0.0,0.09,44
1.5,-0.02,9.3,0.03,0.01,0.09,44
1.35,-0.06,9.27,-0.02,0.04,-0.03,44
1.84,0.03,9.11,-0.02,0.04,-0.08,44
1.9,0.06,9.19,0.01,0.01,-0.05,44
1.89,0.09,9.25,-0.02,0.04,-0.03,44
1.71,0.03,9.17,-0.03,0.0,-0.01,44
1.71,0.02,9.09,0.0,-0.0,-0.03,44
1.74,0.09,9.28,-0.01,0.01,-0.04,44
1.8,0.03,9.22,-0.03,0.03,-0.02,44
1.7,0.06,9.11,-0.02,0.05,-0.03,44
1.73,0.02,9.39,-0.04,0.04,-0.03,44
1.75,0.04,9.13,-0.05,0.03,-0.02,44
1.74,-0.09,9.14,-0.02,0.04,0.0,44
1.57,0.01,9.17,-0.01,0.01,0.01,44
1.55,-0.06,9.15,0.0,-0.0,-0.0,44
1.54,0.0,9.14,0.03,-0.0,-0.03,44
1.72,0.06,9.19,-0.01,-0.0,-0.03,44
1.68,0.02,9.28,-0.01,0.0,-0.02,44
1.62,0.03,9.25,-0.01,0.02,-0.03,44
1.61,0.02,9.21,0.0,-0.0,-0.02,44
1.57,-0.02,9.12,0.0,-0.01,-0.03,44
1.58,0.01,9.15,0.02,-0.01,-0.04,44
1.76,-0.01,9.28,0.01,0.02,-0.04,44
1.47,-0.12,9.19,-0.01,0.03,-0.01,44
1.19,-0.18,8.81,0.04,0.15,-0.16,44
1.87,0.37,9.09,0.1,0.43,-0.14,44
1.3,0.94,9.54,0.34,1.15,-0.49,44
6.76,2.8,16.51,-0.67,3.35,-0.72,44
4.29,1.94,14.92,-1.09,2.95,0.11,44
2.55,2.02,16.16,-1.21,0.71,0.82,44
1.66,2.67,15.22,-2.2,0.99,0.98,44
1.56,3.42,11.78,-3.35,2.02,0.86,44
1.43,4.48,9.21,-4.05,2.19,1.15,44
-1.11,5.15,6.46,-4.82,2.43,1.47,44
-3.64,5.58,2.82,-5.4,2.21,1.47,44
-7.83,4.4,-3.35,-6.26,3.12,1.2,44
-10.81,-0.4,-16.52,-4.9,2.69,0.58,44
-8.97,-2.89,-13.26,-2.25,-0.15,-0.28,44
0.69,-1.17,9.09,-0.01,-0.02,-0.05,45
0.73,-1.17,9.14,0.04,-0.03,-0.03,45
0.83,-1.09,9.5,-0.02,-0.01,-0.02,45
0.82,-1.13,8.95,-0.04,0.02,0.01,45
0.59,-1.22,9.15,0.01,0.01,0.01,45
0.54,-1.2,9.3,-0.02,-0.01,-0.01,45
0.68,-1.18,9.1,-0.0,-0.02,-0.03,45
0.71,-1.17,9.18,-0.0,-0.01,-0.03,45
0.75,-1.16,9.27,-0.01,-0.01,-0.02,45
0.66,-1.16,9.15,-0.01,-0.01,-0.02,45
0.64,-1.17,9.29,-0.01,-0.01,-0.03,45
0.68,-1.18,9.24,0.0,-0.03,-0.02,45
0.74,-1.17,9.06,-0.0,-0.02,-0.02,45
0.73,-1.14,9.28,0.02,-0.03,-0.01,45
0.72,-1.18,9.21,-0.01,-0.02,0.0,45
0.69,-1.14,9.16,-0.0,-0.01,-0.02,45
0.71,-1.16,9.11,0.0,-0.02,-0.01,45
0.71,-1.15,9.22,0.01,-0.01,-0.02,45
0.77,-1.14,9.2,-0.01,-0.01,-0.03,45
0.72,-1.17,9.18,-0.0,0.0,-0.03,45
0.68,-1.14,9.06,0.02,-0.01,-0.05,45
0.84,-1.2,9.02,0.06,-0.04,-0.06,45
0.47,-0.73,9.28,0.15,-0.03,-0.03,45
0.48,-1.36,9.63,0.09,0.07,-0.09,45
0.07,-0.95,9.99,0.13,0.68,-0.59,45
3.42,0.11,13.97,0.17,-0.03,-0.8,45
7.17,0.7,16.74,-0.48,-0.02,-0.15,45
6.32,1.57,17.28,-1.85,1.82,0.41,45
5.28,3.08,15.02,-3.0,1.8,0.98,45
3.68,3.49,10.4,-3.96,2.51,1.31,45
2.42,3.89,8.15,-4.52,2.57,1.57,45
-0.01,3.93,5.09,-5.27,2.45,1.87,45
-3.69,3.99,1.91,-6.22,3.14,1.69,45
-6.62,2.68,-5.5,-6.72,3.67,0.93,45
-8.2,-0.76,-14.64,-5.04,2.02,0.14,45
-6.82,-2.61,-13.99,-2.11,-1.18,0.07,45
-6.45,-3.18,-10.89,-1.62,0.48,0.23,45
-6.27,-3.91,-10.83,-0.72,-0.37,0.29,45
-6.54,-4.99,-8.73,-0.1,-0.37,0.36,45
-6.76,-4.84,-6.14,0.12,-0.48,0.33,45
1.31,-0.8,9.13,-0.01,0.02,-0.03,46
1.25,-0.82,9.38,-0.01,0.02,-0.01,46
1.13,-0.85,9.14,-0.04,0.04,-0.01,46
1.09,-0.9,9.08,0.01,-0.03,-0.01,46
1.19,-0.86,9.18,0.04,-0.03,-0.03,46
1.28,-0.85,9.19,0.04,-0.04,-0.02,46
1.26,-0.84,9.08,0.06,-0.03,-0.01,46
1.17,-0.74,9.33,0.07,-0.03,-0.01,46
1.11,-0.73,9.5,-0.01,0.0,-0.03,46
1.23,-0.77,9.07,-0.03,-0.01,-0.03,46
1.24,-0.78,9.14,0.03,-0.02,-0.02,46
1.22,-0.76,9.31,0.01,-0.02,-0.04,46
1.25,-0.75,9.21,0.01,-0.03,-0.04,46
1.28,-0.73,9.14,0.02,-0.02,-0.04,46
1.26,-0.73,9.11,0.05,-0.04,-0.04,46
1.26,-0.69,9.41,0.02,-0.05,-0.04,46
1.41,-0.63,9.13,-0.01,0.0,-0.05,46
1.39,-0.64,9.25,-0.0,-0.02,-0.01,46
1.33,-0.71,9.22,-0.01,-0.01,-0.0,46
1.26,-0.69,9.18,-0.0,-0.02,-0.01,46
1.35,-0.69,9.17,0.02,-0.03,-0.01,46
1.34,-0.67,9.18,0.02,-0.03,-0.01,46
1.31,-0.66,9.27,0.02,-0.03,-0.02,46
1.29,-0.62,9.17,0.0,-0.01,-0.03,46
0.7,-0.15,9.26,0.02,0.12,-0.07,46
1.9,-0.37,11.96,-0.37,1.12,-0.41,46
2.73,-0.5,9.65,-0.38,1.69,-0.28,46
3.42,-0.12,13.45,0.51,0.71,-0.07,46
4.33,1.16,17.25,-0.43,1.07,0.16,46
4.84,1.76,15.0,-1.87,1.79,0.65,46
3.76,2.05,11.29,-2.51,2.07,0.96,46
1.54,2.23,10.13,-3.08,2.47,1.16,46
0.28,2.55,7.73,-3.69,2.28,1.2,46
-1.11,3.03,5.64,-4.1,2.46,1.34,46
-4.83,2.85,3.5,-5.05,2.85,1.24,46
-5.28,2.3,-2.76,-5.48,2.29,1.23,46
-9.94,-0.65,-11.48,-4.23,1.64,1.18,46
-10.42,-2.98,-11.86,-2.32,-0.12,0.52,46
-8.29,-3.6,-8.61,-1.39,0.44,0.23,46
-7.43,-4.46,-8.48,-0.79,0.3,0.07,46
-9.87,-5.0,-7.76,-0.35,0.63,0.29,46
-9.02,-5.29,-5.31,0.22,-0.37,0.0,46
0.8,-1.26,9.11,0.02,0.0,-0.01,47
0.83,-1.22,9.04,0.05,-0.03,-0.03,47
0.94,-1.13,9.19,0.08,-0.06,-0.02,47
0.97,-1.04,9.35,0.05,-0.03,-0.04,47
1.01,-1.07,9.31,-0.0,-0.01,-0.04,47
1.09,-1.05,9.06,0.01,-0.03,-0.02,47
0.98,-1.09,9.29,-0.0,0.01,-0.02,47
0.95,-1.05,9.15,-0.01,-0.01,-0.02,47
0.91,-1.1,9.2,0.02,-0.03,-0.03,47
1.03,-1.06,9.17,0.01,-0.03,-0.04,47
1.06,-1.03,9.17,0.02,-0.03,-0.04,47
1.04,-1.02,9.29,0.02,-0.03,-0.02,47
1.01,-1.06,9.17,0.0,-0.02,-0.03,47
1.02,-1.02,9.23,0.0,-0.0,-0.03,47
1.05,-1.01,9.13,-0.01,-0.02,-0.01,47
1.03,-1.03,9.21,0.02,-0.02,-0.01,47
0.97,-1.01,9.25,0.0,-0.03,-0.01,47
1.02,-0.99,9.12,0.01,-0.04,-0.03,47
1.16,-1.0,9.26,0.0,-0.02,-0.02,47
1.06,-0.96,9.16,0.01,-0.02,-0.01,47
1.05,-0.97,9.26,0.0,-0.02,-0.01,47
1.02,-0.98,9.14,0.02,-0.03,-0.02,47
1.1,-0.95,9.26,0.02,-0.04,-0.03,47
1.17,-0.95,9.16,0.01,-0.03,-0.03,47
1.12,-0.93,9.16,0.02,-0.03,-0.02,47
1.06,-0.92,9.27,0.02,-0.04,-0.02,47
0.98,-1.01,9.12,0.01,-0.03,-0.03,47
0.98,-0.97,9.56,0.02,0.01,-0.13,47
0.86,-0.77,9.79,-0.11,0.14,-0.14,47
1.36,-1.16,9.26,-0.17,0.39,-0.21,47
3.92,-0.28,12.48,-0.26,1.03,-0.29,47
3.29,-0.66,13.5,-0.13,0.26,0.08,47
6.31,0.54,16.75,-0.83,0.37,0.19,47
6.69,1.17,14.03,-2.19,2.69,0.72,47
3.2,1.03,11.65,-2.61,3.28,0.96,47
1.36,1.56,9.98,-2.84,2.21,1.16,47
0.17,2.23,9.01,-3.36,2.23,1.28,47
-1.83,2.33,5.02,-4.26,2.76,1.22,47
-3.17,2.91,2.93,-4.77,2.77,1.07,47
-5.2,2.46,-2.68,-5.28,3.06,1.03,47
-8.52,0.53,-9.77,-5.03,2.31,0.62,47
-7.55,-2.5,-15.89,-2.99,0.38,0.43,47
-8.41,-3.66,-11.53,-1.36,-0.25,0.3,47
-9.55,-4.85,-12.29,-1.6,1.98,0.2,47
0.91,-1.15,9.22,0.02,-0.06,-0.03,48
0.96,-1.12,9.14,0.02,-0.02,-0.03,48
0.9,-1.1,9.32,0.01,-0.02,-0.02,48
0.93,-1.12,9.16,0.0,-0.02,-0.03,48
0.97,-1.1,9.3,-0.0,-0.03,-0.02,48
0.94,-1.12,9.11,-0.02,0.01,-0.02,48
0.85,-1.19,9.12,0.02,-0.02,-0.01,48
0.8,-1.1,9.22,0.02,-0.01,-0.04,48
1.02,-1.08,9.19,0.02,-0.04,-0.04,48
1.03,-1.07,9.23,0.03,-0.02,-0.02,48
0.93,-1.06,9.36,-0.01,-0.01,-0.02,48
0.9,-1.11,9.07,0.0,-0.02,-0.02,48
0.94,-1.04,9.25,0.02,-0.02,-0.04,48
1.02,-1.02,9.2,0.01,-0.01,-0.03,48
1.0,-1.05,9.23,0.02,-0.02,-0.02,48
0.98,-1.05,9.21,-0.01,0.0,-0.02,48
0.96,-1.05,9.14,0.01,-0.01,-0.01,48
0.91,-1.03,9.27,0.02,-0.02,-0.02,48
0.98,-1.03,9.19,-0.0,-0.01,-0.02,48
0.88,-1.03,9.18,0.02,-0.03,-0.03,48
0.96,-0.99,9.28,0.01,-0.03,-0.04,48
1.04,-0.97,9.16,0.02,-0.03,-0.03,48
1.05,-0.97,9.27,-0.01,-0.01,-0.02,48
1.08,-0.97,9.19,0.01,-0.03,-0.01,48
0.97,-0.97,9.2,0.0,-0.0,-0.01,48
0.98,-1.0,9.24,0.0,-0.02,-0.02,48
1.02,-1.08,9.02,0.0,0.01,-0.03,48
0.78,-1.08,9.47,0.02,0.01,-0.07,48
0.59,-0.95,9.54,-0.13,0.29,-0.18,48
0.95,-0.74,10.2,-0.31,1.28,-0.46,48
0.84,-0.75,10.76,-0.43,1.65,-0.59,48
2.87,-0.03,13.52,0.2,0.76,-0.75,48
6.19,0.69,16.78,-0.49,1.17,-0.06,48
3.87,1.53,15.73,-1.83,2.15,0.7,48
0.69,1.73,13.59,-2.6,1.91,0.94,48
0.78,2.63,10.83,-3.36,1.62,1.02,48
-0.55,2.88,8.08,-4.07,1.86,1.28,48
-2.29,2.85,3.67,-4.57,1.75,1.53,48
-4.37,2.77,1.48,-4.63,2.05,1.34,48
-6.07,3.3,0.88,-5.66,2.99,1.03,48
-6.28,2.45,-9.43,-6.17,3.54,0.34,48
-7.43,-1.07,-17.61,-4.02,1.49,0.11,48
-5.46,-2.83,-16.44,-1.63,-0.42,0.34,48
-8.22,-4.3,-12.96,-1.33,1.83,0.24,48
-8.48,-4.62,-13.09,-0.06,0.33,-0.24,48
-5.73,-4.47,-5.7,0.59,-0.38,-0.19,48
-5.14,-4.81,-4.67,0.34,-0.62,0.05,48
-6.99,-5.14,-4.41,0.3,-0.35,0.07,48
-7.34,-5.38,-4.6,0.1,-0.22,-0.05,48
-6.72,-5.2,-4.95,0.08,-0.06,-0.1,48
1.16,-0.85,9.17,0.01,-0.0,0.02,49
1.09,-0.95,9.01,0.04,-0.03,-0.01,49
1.22,-0.9,9.13,0.1,-0.08,-0.03,49
1.31,-0.77,9.39,0.08,-0.07,-0.04,49
1.45,-0.73,9.36,-0.01,-0.02,-0.03,49
1.46,-0.75,9.13,-0.01,-0.01,-0.0,49
1.2,-0.83,9.09,0.02,-0.02,0.01,49
1.17,-0.82,9.16,0.05,-0.05,-0.02,49
1.35,-0.71,9.32,0.04,-0.05,-0.05,49
1.57,-0.71,9.19,0.02,-0.03,-0.02,49
1.41,-0.72,9.24,0.0,0.0,-0.01,49
1.32,-0.69,9.24,0.0,-0.01,-0.02,49
1.36,-0.75,9.12,0.01,-0.02,-0.02,49
1.39,-0.69,9.26,0.03,-0.04,-0.01,49
1.52,-0.65,9.32,-0.02,-0.01,-0.01,49
1.43,-0.73,8.93,-0.01,0.03,0.01,49
1.17,-0.77,9.03,0.06,-0.03,-0.0,49
1.3,-0.65,9.08,0.11,-0.06,-0.05,49
1.55,-0.61,9.12,0.14,-0.04,-0.06,49
